year,region,month,billings_thousand_usd
2018,Worldwide,December,36173592
2019,Americas,January,5950687
2019,Americas,February,5649028
2019,Americas,March,6554652
2019,Americas,April,5366282
2019,Americas,May,5835030
2019,Americas,June,6477186
2019,Americas,July,5964352
2019,Americas,August,6763966
2019,Americas,September,7472681
2019,Americas,October,7685707
2019,Americas,November,7395197
2019,Americas,December,7504703
2019,Asia Pacific,January,19007603
2019,Asia Pacific,February,19414999
2019,Asia Pacific,March,22432963
2019,Asia Pacific,April,19223142
2019,Asia Pacific,May,20983632
2019,Asia Pacific,June,21964542
2019,Asia Pacific,July,20581471
2019,Asia Pacific,August,22839839
2019,Asia Pacific,September,24293197
2019,Asia Pacific,October,21890193
2019,Asia Pacific,November,22384365
2019,Asia Pacific,December,22862645
2019,Europe,January,3410052
2019,Europe,February,3363382
2019,Europe,March,3509253
2019,Europe,April,3245857
2019,Europe,May,3309625
2019,Europe,June,3268970
2019,Europe,July,3251646
2019,Europe,August,3278395
2019,Europe,September,3553845
2019,Europe,October,3295414
2019,Europe,November,3232841
2019,Europe,December,3096793
2019,Japan,January,2868808
2019,Japan,February,2774356
2019,Japan,March,2916222
2019,Japan,April,2883838
2019,Japan,May,2853359
2019,Japan,June,3158452
2019,Japan,July,2986946
2019,Japan,August,3054097
2019,Japan,September,3331937
2019,Japan,October,3062630
2019,Japan,November,2954333
2019,Japan,December,3147863
2019,Worldwide,January,31237150
2019,Worldwide,February,31201765
2019,Worldwide,March,35413090
2019,Worldwide,April,30719119
2019,Worldwide,May,32981646
2019,Worldwide,June,34869150
2019,Worldwide,July,32784415
2019,Worldwide,August,35936297
2019,Worldwide,September,38651660
2019,Worldwide,October,35933944
2019,Worldwide,November,35966736
2019,Worldwide,December,36612004
2020,Americas,January,7208217
2020,Americas,February,7164971
2020,Americas,March,7741609
2020,Americas,April,6914549
2020,Americas,May,7428932
2020,Americas,June,8548798
2020,Americas,July,7141254
2020,Americas,August,7965060
2020,Americas,September,8954991
2020,Americas,October,8584019
2020,Americas,November,9244994
2020,Americas,December,8468687
2020,Asia Pacific,January,19962835
2020,Asia Pacific,February,20263191
2020,Asia Pacific,March,23396261
2020,Asia Pacific,April,19768480
2020,Asia Pacific,May,21204500
2020,Asia Pacific,June,22784216
2020,Asia Pacific,July,21264572
2020,Asia Pacific,August,23535404
2020,Asia Pacific,September,26366866
2020,Asia Pacific,October,23591528
2020,Asia Pacific,November,23968190
2020,Asia Pacific,December,24926381
2020,Europe,January,3403141
2020,Europe,February,3277345
2020,Europe,March,3487521
2020,Europe,April,2577468
2020,Europe,May,2569559
2020,Europe,June,2956656
2020,Europe,July,2809945
2020,Europe,August,3034217
2020,Europe,September,3246947
2020,Europe,October,3436705
2020,Europe,November,3451950
2020,Europe,December,3268226
2020,Japan,January,2870732
2020,Japan,February,2812583
2020,Japan,March,2971588
2020,Japan,April,2754748
2020,Japan,May,2847058
2020,Japan,June,3068459
2020,Japan,July,3057783
2020,Japan,August,2961663
2020,Japan,September,3187563
2020,Japan,October,3212584
2020,Japan,November,3473308
2020,Japan,December,3253104
2020,Worldwide,January,33444925
2020,Worldwide,February,33518090
2020,Worldwide,March,37596979
2020,Worldwide,April,32015245
2020,Worldwide,May,34050049
2020,Worldwide,June,37358129
2020,Worldwide,July,34273554
2020,Worldwide,August,37496344
2020,Worldwide,September,41756367
2020,Worldwide,October,38824836
2020,Worldwide,November,40138442
2020,Worldwide,December,39916398
2021,Americas,January,7962853
2021,Americas,February,7944497
2021,Americas,March,8713428
2021,Americas,April,8577456
2021,Americas,May,9425094
2021,Americas,June,10112446
2021,Americas,July,9867186
2021,Americas,August,10999640
2021,Americas,September,11469892
2021,Americas,October,10637996
2021,Americas,November,12494591
2021,Americas,December,13276254
2021,Asia Pacific,January,25335323
2021,Asia Pacific,February,24375852
2021,Asia Pacific,March,28210096
2021,Asia Pacific,April,26991977
2021,Asia Pacific,May,27965749
2021,Asia Pacific,June,29152469
2021,Asia Pacific,July,27954754
2021,Asia Pacific,August,30764843
2021,Asia Pacific,September,30775278
2021,Asia Pacific,October,28618835
2021,Asia Pacific,November,31583574
2021,Asia Pacific,December,31238491
2021,Europe,January,3639027
2021,Europe,February,3541287
2021,Europe,March,3863775
2021,Europe,April,3857550
2021,Europe,May,3756545
2021,Europe,June,4110824
2021,Europe,July,3755895
2021,Europe,August,3972094
2021,Europe,September,4363932
2021,Europe,October,4115587
2021,Europe,November,4377977
2021,Europe,December,4402284
2021,Japan,January,3088228
2021,Japan,February,3126323
2021,Japan,March,3542104
2021,Japan,April,3398497
2021,Japan,May,3402255
2021,Japan,June,3799530
2021,Japan,July,3697571
2021,Japan,August,3780267
2021,Japan,September,4037858
2021,Japan,October,3874468
2021,Japan,November,3933647
2021,Japan,December,4006415
2021,Worldwide,January,40025431
2021,Worldwide,February,38987959
2021,Worldwide,March,44329403
2021,Worldwide,April,42825480
2021,Worldwide,May,44549643
2021,Worldwide,June,47175269
2021,Worldwide,July,45275406
2021,Worldwide,August,49516844
2021,Worldwide,September,50646960
2021,Worldwide,October,47246886
2021,Worldwide,November,52389789
2021,Worldwide,December,52923444
2022,Americas,January,10219295
2022,Americas,February,11533221
2022,Americas,March,12738970
2022,Americas,April,11625499
2022,Americas,May,12613681
2022,Americas,June,12100136
2022,Americas,July,10804439
2022,Americas,August,11522933
2022,Americas,September,13774165
2022,Americas,October,11688909
2022,Americas,November,11057371
2022,Americas,December,11457333
2022,Asia Pacific,January,28400151
2022,Asia Pacific,February,30343718
2022,Asia Pacific,March,32884730
2022,Asia Pacific,April,28333137
2022,Asia Pacific,May,31122857
2022,Asia Pacific,June,29406183
2022,Asia Pacific,July,25228516
2022,Asia Pacific,August,26987299
2022,Asia Pacific,September,26985699
2022,Asia Pacific,October,24097271
2022,Asia Pacific,November,23626157
2022,Asia Pacific,December,23521171
2022,Europe,January,4547539
2022,Europe,February,4582790
2022,Europe,March,4756086
2022,Europe,April,4058609
2022,Europe,May,4419662
2022,Europe,June,4566618
2022,Europe,July,4409117
2022,Europe,August,4583540
2022,Europe,September,4559000
2022,Europe,October,4454559
2022,Europe,November,4437356
2022,Europe,December,4478233
2022,Japan,January,3726176
2022,Japan,February,3847033
2022,Japan,March,4169438
2022,Japan,April,3941630
2022,Japan,May,4292541
2022,Japan,June,4023622
2022,Japan,July,4013737
2022,Japan,August,4066435
2022,Japan,September,4079358
2022,Japan,October,4030426
2022,Japan,November,3948385
2022,Japan,December,4019463
2022,Worldwide,January,46893161
2022,Worldwide,February,50306762
2022,Worldwide,March,54549224
2022,Worldwide,April,47958875
2022,Worldwide,May,52448741
2022,Worldwide,June,50096559
2022,Worldwide,July,44455809
2022,Worldwide,August,47160207
2022,Worldwide,September,49398222
2022,Worldwide,October,44271165
2022,Worldwide,November,43069269
2022,Worldwide,December,43476200
2023,Americas,January,9002994
2023,Americas,February,9395490
2023,Americas,March,10426524
2023,Americas,April,8806483
2023,Americas,May,9946461
2023,Americas,June,12298284
2023,Americas,July,10751171
2023,Americas,August,11475553
2023,Americas,September,13139106
2023,Americas,October,11971442
2023,Americas,November,13434747
2023,Americas,December,13729063
2023,Asia Pacific,January,20140251
2023,Asia Pacific,February,20447421
2023,Asia Pacific,March,24721530
2023,Asia Pacific,April,21113795
2023,Asia Pacific,May,22683446
2023,Asia Pacific,June,25820601
2023,Asia Pacific,July,22201592
2023,Asia Pacific,August,23802074
2023,Asia Pacific,September,27117003
2023,Asia Pacific,October,26125327
2023,Asia Pacific,November,26452611
2023,Asia Pacific,December,29368189
2023,Europe,January,4537556
2023,Europe,February,4408022
2023,Europe,March,4845999
2023,Europe,April,4468853
2023,Europe,May,4783517
2023,Europe,June,4870674
2023,Europe,July,4532194
2023,Europe,August,4637191
2023,Europe,September,5293609
2023,Europe,October,4455602
2023,Europe,November,4262038
2023,Europe,December,4667519
2023,Japan,January,3781574
2023,Japan,February,3912308
2023,Japan,March,3891443
2023,Japan,April,3873144
2023,Japan,May,4000470
2023,Japan,June,4048502
2023,Japan,July,3750443
2023,Japan,August,3952244
2023,Japan,September,4022239
2023,Japan,October,3827818
2023,Japan,November,3838010
2023,Japan,December,3853298
2023,Worldwide,January,37462375
2023,Worldwide,February,38163241
2023,Worldwide,March,43885496
2023,Worldwide,April,38262275
2023,Worldwide,May,41413894
2023,Worldwide,June,47038061
2023,Worldwide,July,41235400
2023,Worldwide,August,43867062
2023,Worldwide,September,49571957
2023,Worldwide,October,46380189
2023,Worldwide,November,47987406
2023,Worldwide,December,51618069
2024,Americas,January,11725442
2024,Americas,February,12242370
2024,Americas,March,14370787
2024,Americas,April,12525457
2024,Americas,May,14786593
2024,Americas,June,17012422
2024,Americas,July,14423623
2024,Americas,August,18244138
2024,Americas,September,19066463
2024,Americas,October,18727383
2024,Americas,November,20710242
2024,Americas,December,21287587
2024,Asia Pacific,January,24932559
2024,Asia Pacific,February,24814021
2024,Asia Pacific,March,29394303
2024,Asia Pacific,April,24617367
2024,Asia Pacific,May,28222927
2024,Asia Pacific,June,29282974
2024,Asia Pacific,July,26513686
2024,Asia Pacific,August,29650675
2024,Asia Pacific,September,32740166
2024,Asia Pacific,October,26879887
2024,Asia Pacific,November,30089659
2024,Asia Pacific,December,30298370
2024,Europe,January,4211671
2024,Europe,February,4211986
2024,Europe,March,4549024
2024,Europe,April,4020870
2024,Europe,May,4085829
2024,Europe,June,4426970
2024,Europe,July,3966809
2024,Europe,August,4379528
2024,Europe,September,4933134
2024,Europe,October,4139333
2024,Europe,November,4226356
2024,Europe,December,4098708
2024,Japan,January,3392699
2024,Japan,February,3553205
2024,Japan,March,3736395
2024,Japan,April,3599206
2024,Japan,May,3789036
2024,Japan,June,3938601
2024,Japan,July,3983817
2024,Japan,August,4074354
2024,Japan,September,4571058
2024,Japan,October,4049766
2024,Japan,November,3922863
2024,Japan,December,4128287
2024,Worldwide,January,44262371
2024,Worldwide,February,44821582
2024,Worldwide,March,52050509
2024,Worldwide,April,44762900
2024,Worldwide,May,50884385
2024,Worldwide,June,54660967
2024,Worldwide,July,48887935
2024,Worldwide,August,56348695
2024,Worldwide,September,61310821
2024,Worldwide,October,53796369
2024,Worldwide,November,58949120
2024,Worldwide,December,59812952
2025,Americas,January,16648460
2025,Americas,February,18028610
2025,Americas,March,20713691
2025,Americas,April,16088850
2025,Americas,May,18569494
2025,Americas,June,20768301
2025,Americas,July,20871700
2025,Americas,August,21419182
2025,Americas,September,25145834
2025,Americas,October,23591451
2025,Americas,November,25936756
2025,Americas,December,28694121
2025,Asia Pacific,January,26473983
2025,Asia Pacific,February,28544613
2025,Asia Pacific,March,32197775
2025,Asia Pacific,April,31356653
2025,Asia Pacific,May,33973437
2025,Asia Pacific,June,35651258
2025,Asia Pacific,July,33334793
2025,Asia Pacific,August,39499033
2025,Asia Pacific,September,43984832
2025,Asia Pacific,October,39514299
2025,Asia Pacific,November,47316124
2025,Asia Pacific,December,47899782
2025,Europe,January,3986378
2025,Europe,February,3937454
2025,Europe,March,4770882
2025,Europe,April,4119821
2025,Europe,May,4367810
2025,Europe,June,4645944
2025,Europe,July,4186096
2025,Europe,August,4523945
2025,Europe,September,5412979
2025,Europe,October,4706092
2025,Europe,November,4941819
2025,Europe,December,5094834
2025,Japan,January,3659549
2025,Japan,February,3563507
2025,Japan,March,4089901
2025,Japan,April,3528341
2025,Japan,May,3491752
2025,Japan,June,3790115
2025,Japan,July,3708201
2025,Japan,August,3731500
2025,Japan,September,3977057
2025,Japan,October,3835430
2025,Japan,November,3688326
2025,Japan,December,3659540
2025,Worldwide,January,50768370
2025,Worldwide,February,54074184
2025,Worldwide,March,61772249
2025,Worldwide,April,55093665
2025,Worldwide,May,60402493
2025,Worldwide,June,64855618
2025,Worldwide,July,62100790
2025,Worldwide,August,69173660
2025,Worldwide,September,78520702
2025,Worldwide,October,71647272
2025,Worldwide,November,81883025
2025,Worldwide,December,85348277
2026,Americas,January,24625051
2026,Americas,February,36199755
2026,Americas,March,40595854
2026,Americas,April,41534424
2026,Americas,May,46422927
2026,Asia Pacific,January,46998751
2026,Asia Pacific,February,54762826
2026,Asia Pacific,March,64615492
2026,Asia Pacific,April,60958983
2026,Asia Pacific,May,72642332
2026,Europe,January,5506393
2026,Europe,February,6560532
2026,Europe,March,6530959
2026,Europe,April,6754705
2026,Europe,May,8014839
2026,Japan,January,3650632
2026,Japan,February,4032095
2026,Japan,March,4467292
2026,Japan,April,4428604
2026,Japan,May,4857631
2026,Worldwide,January,80780827
2026,Worldwide,February,101555208
2026,Worldwide,March,116209597
2026,Worldwide,April,113676716
2026,Worldwide,May,131937729
